vesselUid,mmsi,imo,longitude,latitude,sog,cog,rot,heading,navStatus,posMsgType,posSrc,vesselName,callsign,flag,vesselTypeAis,vesselType,length,width,dwt,grt,destination,eta,draught,staticMsgType,staticSrc,posDt,staticDt,insertDt
6894426,271049387,9933743.0,29.195599637209654,40.87958782712415,0.0,3.8,0.04,,3,1.0,TER,ZEOS,TCA6602,TR,80.0,LIQUID TANKER,63,9,1650.0,998.0,TR DIL,2021-12-16T17:00:00Z,4.5,,,2022-02-23 05:55:48+00:00,2022-02-23T05:06:44Z,2022-02-23T05:56:54Z
336668,271010642,,29.771084673755677,40.75670287608267,0.0,357.6,-0.02,,99,18.0,ROAM,SARIOGLU I,TCA2160,TR,60.0,PASSENGER,23,6,,,,,0.0,,,2022-02-23 06:19:37+00:00,2022-02-23T06:10:08Z,2022-02-23T06:20:23Z
6226425,271047031,9887188.0,28.6779830218099,40.95164923183373,0.0,0.0,-0.03,,99,18.0,TER,EGE 6,TCA5640,TR,31.0,SUPPORT VESSEL,19,9,,,,,0.0,,,2022-02-23 06:21:25+00:00,2022-02-23T05:46:12Z,2022-02-23T06:22:46Z
6676466,272021400,,32.65724792989641,46.64852435712366,0.0,58.5,0.02,,99,,TER,SPK 2,,UA,53.0,PORT TENDER,45,12,,,,,,,,2022-02-23 06:22:29+00:00,2022-02-23T05:46:50Z,2022-02-23T06:23:20Z
5959637,271046915,,28.66562782849837,40.96261351453404,0.1,356.2,0.06,,99,18.0,ROAM,GEMTAC 5,TCA5556,TR,53.0,PORT TENDER,15,4,,,,,0.0,,,2022-02-23 06:25:12+00:00,2022-02-23T06:00:20Z,2022-02-23T06:25:50Z
301318,538009466,9345726.0,37.37314504233916,45.32215110791639,0.0,345.3,-0.14,320.0,5,3.0,ROAM,AZOV CONCEPT,V7A4780,MH,70.0,GENERAL CARGO SHIP,142,18,8023.0,6100.0,RU TMR,2022-02-07T02:00:00Z,3.3,,,2022-02-23 06:29:30+00:00,2022-02-23T05:34:00Z,2022-02-23T06:30:35Z
336610,271010577,,29.09920142235832,41.10049833056526,1.93,225.3,0.19,,99,18.0,TER,ERENLER 1,TC9044,TR,60.0,PASSENGER,10,2,,,,,0.0,,,2022-02-23 06:30:25+00:00,2022-02-23T06:18:31Z,2022-02-23T06:32:25Z
3691050,273387420,9681443.0,36.52057703028273,45.05327542040764,0.0,358.6,4.63,14.0,1,3.0,TER,SPASATEL DEMIDOV,UBAO9,RU,51.0,SUPPORT VESSEL,73,17,1215.0,2532.0,RU KAVKAZ,2022-01-22T18:00:00Z,4.8,,,2022-02-23 06:42:39+00:00,2022-02-23T06:05:50Z,2022-02-23T06:43:34Z
415802,355028000,9008603.0,28.633987449055425,44.1014993526934,0.1,205.9,0.04,182.0,5,3.0,TER,MSC AMERICA,HOYZ,PA,75.0,CONTAINER,216,32,45668.0,34231.0,CONSTANTA,2022-02-24T03:00:00Z,11.6,,,2022-02-23 06:44:53+00:00,2022-02-23T06:04:34Z,2022-02-23T06:47:02Z
301918,273450880,9203710.0,29.828686699053787,41.35085029879711,8.6,70.6,-0.09,73.0,0,1.0,ROAM,SV KONSTANTIN,UBUS4,RU,70.0,GENERAL CARGO SHIP,140,16,5376.0,4860.0,YEYSK,2022-02-25T15:00:00Z,3.4,,,2022-02-23 06:47:26+00:00,2022-02-23T06:42:10Z,2022-02-23T06:50:17Z
3380918,319077500,9737981.0,28.657753406050187,40.95832820163374,0.0,119.1,-0.0,280.0,0,1.0,TER,DUSUR,ZGEQ2,KY,37.0,YACHT,52,10,135.0,800.0,AMBARLI,2022-09-14T14:00:00Z,4.0,,,2022-02-23 07:06:31+00:00,2022-02-23T06:58:23Z,2022-02-23T07:08:22Z
388495,577489000,8409654.0,29.277064112811065,40.83044714453599,0.0,356.9,0.06,264.0,1,3.0,SAT,HAPPY ASENA,YJWZ3,VU,70.0,GENERAL CARGO SHIP,82,11,2311.0,1559.0,FR LRT,2022-05-12T05:00:00Z,7.3,,,2022-02-23 07:19:32+00:00,2022-02-23T07:08:22Z,2022-02-23T07:21:58Z
348387,273353480,8711849.0,37.79162435831763,44.711962916191695,0.0,131.4,-0.01,73.0,1,3.0,TER,RENE,UBCJ8,RU,80.0,LIQUID TANKER,78,14,2620.0,1903.0,NVRSK,2022-02-04T22:40:00Z,4.5,,,2022-02-23 07:25:18+00:00,2022-02-23T06:38:16Z,2022-02-23T07:28:06Z
354001,279202375,,28.03469574590033,44.3459416765807,0.0,59.4,0.06,,1,1.0,TER,KUMANOVO,YT2375,RS,70.0,"INLAND, PUSHTOW, SIX CARGO BARGES",188,22,,,LOM,2022-02-20T12:00:00Z,1.8,,,2022-02-23 07:26:48+00:00,2022-02-23T06:52:14Z,2022-02-23T07:26:57Z
335258,353977000,9370525.0,29.08939958956697,40.41196041939609,0.0,310.3,0.08,307.0,5,3.0,TER,SABAHAT SONAY,3FQX4,PA,70.0,GENERAL CARGO SHIP,143,22,14888.0,9490.0,GEMLIK,2022-02-19T18:00:00Z,9.5,,,2022-02-23 07:37:05+00:00,2022-02-23T06:51:03Z,2022-02-23T07:39:52Z
336356,271010306,9437957.0,29.014936682415332,40.97932346966983,0.0,354.1,0.04,,99,18.0,TER,CAGLAYAN PRINCESS,TCA2390,TR,60.0,PASSENGER,42,9,0.0,254.0,,,0.0,,,2022-02-23 07:40:44+00:00,2022-02-23T06:43:56Z,2022-02-23T07:40:54Z
6121855,992076203,,28.143011090492315,43.4067956297894,0.0,4.3,-0.02,,98,,TER,CHERVENA ZVEZDA,,,130.0,SPECIAL MARK - SEA FARM,0,0,,,,,,,,2022-02-23 07:44:48+00:00,2022-02-23T07:43:18Z,2022-02-23T07:45:16Z
6270458,273216460,,33.538050636453846,44.60903238559872,0.0,5.6,0.01,,99,18.0,TER,NORD,,RU,37.0,PLEASURE CRAFT,20,5,,,,,0.0,,,2022-02-23 07:52:07+00:00,2022-02-23T07:33:07Z,2022-02-23T07:54:41Z
344056,214182722,8832045.0,36.67961674870706,46.71863744539322,0.0,0.7,-0.02,,0,3.0,SAT,IZMAILSKAYA,ER2722,MD,70.0,DREDGING VESSEL,56,11,1068.0,915.0,BERDYANSK,2022-01-13T00:00:00Z,2.8,,,2022-02-23 07:52:29+00:00,2022-02-23T07:23:13Z,2022-02-23T07:54:58Z
702220,518791000,,38.296020625080665,46.75659971041566,0.1,189.3,0.0,130.0,5,3.0,ROAM,,,CK,,,0,0,,,RUYEY,2022-02-23T01:00:00Z,2.9,,,2022-02-23 08:06:28+00:00,2022-02-23T07:08:47Z,2022-02-23T08:06:44Z
6914102,271049256,9825245.0,28.67568993543676,40.95868625904004,0.0,226.9,-0.14,184.0,15,1.0,ROAM,ALSANCAK 20,TCA6539,TR,52.0,TUG AND TOWAGE VESSEL,25,12,0.0,347.0,,,0.0,,,2022-02-23 08:12:35+00:00,2022-02-23T07:46:07Z,2022-02-23T08:13:09Z
348604,273356220,8414489.0,37.86208218822411,44.672306626708014,7.71,143.7,-18.75,144.0,15,3.0,TER,KAPITAN SHIRYAEV,UBBH6,RU,80.0,LIQUID TANKER,81,15,2570.0,2183.0,NOVOROSSIYSK,2022-09-28T15:00:00Z,4.1,,,2022-02-23 08:14:42+00:00,2022-02-23T08:02:10Z,2022-02-23T08:16:50Z
6478169,213521000,9076519.0,41.65423636849215,42.1354731907118,0.2,163.3,0.0,,99,18.0,TER,ALBATROS,4LVD2,GE,30.0,FISHING VESSEL,23,6,,,,,0.0,,,2022-02-23 08:26:19+00:00,2022-02-23T07:59:42Z,2022-02-23T08:28:28Z
3364582,267210122,,28.65820971256116,44.16785776477655,0.0,2.3,-0.07,,0,1.0,TER,TKENGELHARDT3BARGE,DC7392,SK,79.0,"INLAND, MOTOR FREIGHTER",102,19,,,CONSTANTA,2022-02-21T12:00:00Z,2.3,,,2022-02-23 08:28:31+00:00,2022-02-23T08:10:20Z,2022-02-23T08:29:38Z
335137,271000734,9283502.0,29.25391050600352,40.87508390975941,0.0,340.7,0.1,,99,18.0,ROAM,FATIH SULTAN MEHMET 1,TCCS4,TR,40.0,FERRY AND CRUISE SHIP,81,21,291.0,2942.0,,,0.0,,,2022-02-23 08:31:19+00:00,2022-02-23T07:45:34Z,2022-02-23T08:33:46Z
4029669,538005983,9735634.0,39.10262239480778,44.03027568504945,0.0,349.7,-0.01,92.0,1,3.0,ROAM,HAFNIA EXPRESS,9V7895,MH,80.0,LIQUID TANKER,219,38,74663.0,42869.0,RUTUA,2022-02-18T12:00:00Z,8.1,,,2022-02-23 08:38:54+00:00,2022-02-23T08:35:45Z,2022-02-23T08:39:58Z
350178,273435170,8727472.0,33.95163085409627,44.38880253046485,0.0,342.8,0.06,343.0,0,1.0,ROAM,CHERNOMORETS 35,,RU,99.0,CRANE AND LIFTING UNIT,41,20,421.0,782.0,,,0.0,,,2022-02-23 08:45:17+00:00,2022-02-23T08:14:50Z,2022-02-23T08:47:10Z
5509904,271045820,,29.02654293898287,40.98854200633109,0.0,72.6,-0.09,,99,18.0,TER,SIESTA,YMA9461,TR,36.0,SAILING VESSEL,13,2,,,,,0.0,,,2022-02-23 08:46:55+00:00,2022-02-23T08:10:38Z,2022-02-23T08:48:25Z
122990,352624000,9053907.0,36.62207664877932,45.454544853345695,0.3,306.1,-0.1,5.0,1,3.0,TER,GAHURA,HPQO,PA,70.0,GENERAL CARGO SHIP,105,15,4175.0,3564.0,PSACHNA GR,2022-02-19T01:00:00Z,4.7,,,2022-02-23 08:59:43+00:00,2022-02-23T08:57:35Z,2022-02-23T09:00:59Z
303715,257022000,9459565.0,29.931704349769596,42.314278830579,4.25,271.3,0.05,266.0,3,3.0,ROAM,OCEANIC SIRIUS,LCHS3,NO,95.0,SPECIAL PURPOSE SERVICE VESSEL,106,28,5800.0,12550.0,TOWING 6NM CABLES,2022-02-12T08:00:00Z,7.6,,,2022-02-23 09:00:31+00:00,2022-02-23T08:22:05Z,2022-02-23T09:03:07Z
6121855,992076203,,28.133766300641323,43.41758660161519,0.0,6.8,0.0,,98,,TER,CHERVENA ZVEZDA,,,130.0,SPECIAL MARK - SEA FARM,0,0,,,,,,,,2022-02-23 09:10:42+00:00,2022-02-23T09:09:14Z,2022-02-23T09:12:32Z
1001050,272051400,,30.65600166812387,46.30956830460583,0.0,358.8,-0.03,,99,18.0,TER,KITOBOETS,,UA,52.0,TUG,2,55,,,,,0.0,,,2022-02-23 09:16:36+00:00,2022-02-23T08:43:31Z,2022-02-23T09:18:17Z
348521,273355380,9648221.0,36.56503860744287,45.15897347595525,0.1,199.3,-0.04,18.0,1,3.0,TER,MIDVOLGA 1,UBBJ8,RU,34.0,LIQUID TANKER,140,17,5335.0,4906.0,KAVKAZ,2022-02-22T20:00:00Z,3.6,,,2022-02-23 09:27:08+00:00,2022-02-23T08:42:47Z,2022-02-23T09:27:25Z
5894416,271046632,,28.97364753029428,41.04087570751253,0.0,234.6,-0.09,,99,18.0,TER,ASELIM,YMB2593,TR,37.0,PLEASURE CRAFT,14,5,,,,,0.0,,,2022-02-23 09:28:23+00:00,2022-02-23T08:59:54Z,2022-02-23T09:28:30Z
336338,271010288,,29.012861107929165,40.99297038469403,0.0,38.1,-0.06,,99,18.0,ROAM,H.REISOGLU 5,TCA2355,TR,60.0,PASSENGER,42,9,,,,,0.0,,,2022-02-23 09:35:16+00:00,2022-02-23T09:28:46Z,2022-02-23T09:36:35Z
5296513,273395260,9691785.0,29.27097840205394,40.83926924231557,0.0,1.9,0.05,55.0,5,3.0,TER,POLA SEVASTIANA,UBDG,RU,79.0,GENERAL CARGO SHIP,140,17,7124.0,5686.0,TR TUZ,2021-12-11T13:00:00Z,3.0,,,2022-02-23 09:38:06+00:00,2022-02-23T09:18:25Z,2022-02-23T09:39:36Z
350858,273454300,8702252.0,36.58344703564954,45.48513550281594,0.0,54.9,1.12,30.0,1,3.0,ROAM,SORMOVSKIY 3064,UIYD,RU,70.0,GENERAL CARGO SHIP,119,13,3630.0,3048.0,GR PSA,2022-02-28T12:00:00Z,4.1,,,2022-02-23 09:40:02+00:00,2022-02-23T09:06:01Z,2022-02-23T09:42:57Z
377509,374488000,8959178.0,29.291880955121496,40.85000754531584,0.0,359.9,0.16,273.0,5,3.0,TER,VOLGO DON 207,3ETU7,PA,70.0,GENERAL CARGO SHIP,138,17,4585.0,3991.0,TR TUZLA,2022-01-25T11:00:00Z,2.5,,,2022-02-23 09:43:28+00:00,2022-02-23T08:53:03Z,2022-02-23T09:44:20Z
214734,241199000,9607435.0,37.62667582025176,44.325060694851686,0.0,275.8,-0.07,224.0,0,1.0,SAT,MILITOS,SVBM9,GR,80.0,LIQUID TANKER,274,50,164751.0,84850.0,"NOVOROSSISK, RU",2022-02-23T11:00:00Z,9.3,,,2022-02-23 09:48:22+00:00,2022-02-23T08:56:26Z,2022-02-23T09:49:28Z
5775162,271046378,,29.22374049550063,40.878821976337726,0.0,358.1,0.13,,99,18.0,ROAM,KRR,TCA5224,TR,53.0,PORT TENDER,15,6,,,,,0.0,,,2022-02-23 09:53:37+00:00,2022-02-23T08:55:51Z,2022-02-23T09:56:22Z
3694100,271044263,,29.0661428688506,41.09608143547963,0.0,3.0,0.03,,99,18.0,TER,SAQQARA,YMA2731,TR,37.0,PLEASURE CRAFT,13,4,,,,,0.0,,,2022-02-23 09:55:31+00:00,2022-02-23T09:03:53Z,2022-02-23T09:56:47Z
5896002,273450040,,33.47346624035308,44.59262226271911,0.0,2.7,0.06,5.0,99,18.0,TER,ODISSEY,,RU,36.0,SAILING VESSEL,11,4,,,,,0.0,,,2022-02-23 10:13:37+00:00,2022-02-23T09:43:32Z,2022-02-23T10:15:41Z
348881,273359670,9652686.0,39.08087648835405,44.10013667949519,0.0,256.2,0.04,321.0,5,3.0,ROAM,SAMSON,,RU,52.0,TUG AND TOWAGE VESSEL,26,9,94.0,186.0,TUAPSE,2022-09-17T22:00:00Z,3.3,,,2022-02-23 10:16:47+00:00,2022-02-23T10:04:57Z,2022-02-23T10:18:22Z
350357,273440780,9297199.0,36.44292547278943,45.22193439411796,0.0,357.0,0.0,36.0,1,3.0,TER,ASLAN KHADARCEV,UHAP,RU,80.0,LIQUID TANKER,139,17,6477.0,4522.0,NWBS,2022-02-12T13:00:00Z,3.2,,,2022-02-23 10:17:14+00:00,2022-02-23T10:10:53Z,2022-02-23T10:18:18Z
4883647,213999000,,41.66019596293992,42.147539928584486,0.0,282.1,-0.09,,15,1.0,TER,SL TAMARI,4LNJ2,GE,52.0,TUG,19,6,,,,,0.0,,,2022-02-23 10:26:33+00:00,2022-02-23T10:24:22Z,2022-02-23T10:26:41Z
732703,636020227,9250696.0,28.93566526900859,40.98819073414146,0.1,293.4,0.0,36.0,1,3.0,TER,BOSPHORUS ASIA,D5YF7,LR,70.0,BULK CARRIER,177,28,32556.0,19885.0,TR IST,2022-02-25T12:00:00Z,6.3,,,2022-02-23 10:33:15+00:00,2022-02-23T09:47:28Z,2022-02-23T10:35:59Z
748390,622121414,9460760.0,29.13673560372527,41.787278616500856,12.93,209.4,-0.07,204.0,0,1.0,ROAM,WADI ALKARM,6AGT,EG,70.0,BULK CARRIER,229,32,80533.0,43790.0,TO ORDER,2022-03-04T22:00:00Z,6.8,,,2022-02-23 10:40:07+00:00,2022-02-23T10:09:58Z,2022-02-23T10:42:06Z
6091269,213414000,9808534.0,41.65568671474669,42.14288865723846,0.0,72.1,-0.03,86.0,5,3.0,TER,BURAK YAGIZ,4LQQ2,GE,30.0,FISHING VESSEL,42,15,0.0,593.0,,,2.4,,,2022-02-23 10:44:23+00:00,2022-02-23T09:56:22Z,2022-02-23T10:46:45Z
350841,273453430,8846307.0,37.80084248969002,44.73565226817798,0.0,320.5,0.01,,5,3.0,TER,MASLOVOZ 2,,RU,80.0,BUNKERING TANKER,36,7,258.0,204.0,NOVOROSSIYSK,2022-01-20T22:00:00Z,3.0,,,2022-02-23 11:00:13+00:00,2022-02-23T10:48:50Z,2022-02-23T11:00:43Z
410543,577363000,8203684.0,29.591490930215905,40.74070813367459,0.0,144.3,-0.08,,5,3.0,SAT,YUZER 1,YJWD6,VU,70.0,GENERAL CARGO SHIP,88,11,3300.0,1939.0,KROMAN,2022-02-24T12:00:00Z,3.3,,,2022-02-23 11:09:53+00:00,2022-02-23T11:02:59Z,2022-02-23T11:11:19Z
148451,620118000,8862521.0,36.44768890542487,45.13049469911029,0.0,137.1,-0.02,,1,3.0,TER,AL MUNTAZAH,D6A2118,KM,80.0,LIQUID TANKER,77,14,3389.0,1905.0,,,4.0,,,2022-02-23 11:13:43+00:00,2022-02-23T10:28:52Z,2022-02-23T11:14:21Z
336389,271010340,8649917.0,29.025277875207987,41.08010824431139,0.0,278.8,-0.08,,99,18.0,TER,MORFIL 2,TCA2358,TR,37.0,PASSENGER,36,9,0.0,199.0,,,0.0,,,2022-02-23 11:14:30+00:00,2022-02-23T10:30:07Z,2022-02-23T11:15:24Z
385938,373909000,9329916.0,29.55171060086869,44.50240185127711,0.1,137.7,0.15,24.0,1,1.0,ROAM,GSP PEGASUS,3FTE8,PA,70.0,SUBSEA OPERATION VESSEL,93,22,4312.0,5448.0,DEIA,2022-05-22T00:00:00Z,3.0,,,2022-02-23 11:19:32+00:00,2022-02-23T11:09:15Z,2022-02-23T11:19:50Z
340536,271072105,8685882.0,28.604072346470662,40.97575935990231,0.1,190.8,-0.06,,15,1.0,ROAM,ERGUN BASARAN,TCA2511,TR,30.0,FISHING VESSEL,44,12,0.0,363.0,,,0.0,,,2022-02-23 11:22:06+00:00,2022-02-23T10:57:39Z,2022-02-23T11:22:36Z
190087,235024966,,29.29124413717446,40.84517795980728,0.0,0.2,-0.05,308.0,1,3.0,TER,CARESSA K,ZGDB2,GB,37.0,PLEASURE CRAFT,33,63,,,TUZLA,2021-11-05T16:30:00Z,3.5,,,2022-02-23 11:22:36+00:00,2022-02-23T10:24:32Z,2022-02-23T11:23:40Z
5060368,264900350,9830525.0,28.67688924038468,44.14528730503844,0.0,13.3,-0.12,72.0,5,3.0,TER,ARTEMIS,YQQK,RO,51.0,SUPPORT VESSEL,24,5,,,EFORIE NORD,2022-02-13T10:45:00Z,1.8,,,2022-02-23 11:44:53+00:00,2022-02-23T11:05:07Z,2022-02-23T11:46:27Z
5224168,477486700,9458406.0,28.785025321724543,44.095659687108,0.2,303.4,-0.09,28.0,1,3.0,TER,SEVGI,VRLT7,HK,70.0,GENERAL CARGO SHIP,166,27,28164.0,20965.0,FOR ORDERS,2022-02-15T11:00:00Z,6.2,,,2022-02-23 11:47:04+00:00,2022-02-23T11:27:29Z,2022-02-23T11:47:28Z
3469260,271044034,,28.9627019842946,41.021020256820535,0.1,1.1,-0.13,,99,18.0,ROAM,NAZENDE,TCA3378,TR,37.0,PLEASURE CRAFT,42,9,,,,,0.0,,,2022-02-23 11:51:06+00:00,2022-02-23T11:44:44Z,2022-02-23T11:53:04Z
336248,271010189,6513968.0,28.986774772681915,40.99491592153694,0.0,355.4,0.1,,99,18.0,TER,DEMIRYOLU II,TC7829,TR,70.0,FERRY AND CRUISE SHIP,72,15,1300.0,1232.0,,,0.0,,,2022-02-23 11:51:18+00:00,2022-02-23T11:02:31Z,2022-02-23T11:51:19Z
5077261,273396850,9817793.0,36.6638623346316,45.13978884771591,0.5,67.6,-0.12,196.0,0,1.0,TER,ANAPA,UBZP6,RU,52.0,TUG AND TOWAGE VESSEL,29,10,159.0,293.0,NVR,2021-11-11T11:11:00Z,2.0,,,2022-02-23 11:55:51+00:00,2022-02-23T11:13:52Z,2022-02-23T11:57:11Z
214573,636017764,9588574.0,41.661303473761805,42.14162164463119,0.0,196.0,0.05,92.0,5,3.0,TER,AGERI,D5MP5,LR,70.0,BULK CARRIER,190,32,56754.0,32983.0,P0TI,2022-02-21T16:30:00Z,8.7,,,2022-02-23 11:56:50+00:00,2022-02-23T11:35:37Z,2022-02-23T11:59:24Z
335970,271002624,5140697.0,29.052237816486027,41.113530200542215,0.0,250.5,-0.02,,1,3.0,TER,HALAS 71,TC4979,TR,60.0,PASSENGER,47,8,0.0,678.0,ISTANBUL,2022-01-01T00:00:00Z,2.6,,,2022-02-23 11:58:20+00:00,2022-02-23T11:34:48Z,2022-02-23T11:58:22Z
6676466,272021400,,32.66335899183086,46.663876400146286,0.0,46.9,-0.0,,99,,TER,SPK 2,,UA,53.0,PORT TENDER,45,12,,,,,,,,2022-02-23 11:59:53+00:00,2022-02-23T11:41:51Z,2022-02-23T12:01:35Z
3630962,273371720,9533880.0,37.370758422546274,45.30419412266646,0.0,304.6,0.13,,0,1.0,TER,ADMIRAL LAZAREV,UBNM5,RU,52.0,TUG AND TOWAGE VESSEL,23,8,52.0,133.0,,2022-03-08T12:00:00Z,3.6,,,2022-02-23 12:00:50+00:00,2022-02-23T11:11:25Z,2022-02-23T12:01:35Z
338583,271041684,,28.86878508860621,40.95699193824828,0.0,290.7,0.04,,99,18.0,TER,ICEBERG,YM4788,TR,37.0,PLEASURE CRAFT,19,5,,,,,0.0,,,2022-02-23 12:07:22+00:00,2022-02-23T12:03:29Z,2022-02-23T12:08:07Z
336795,271010786,,29.148514106201787,40.891537560057046,0.0,210.3,-0.04,,99,18.0,TER,MELIKEM,TCA2761,TR,53.0,PORT TENDER,15,5,,,,,0.0,,,2022-02-23 12:17:10+00:00,2022-02-23T11:36:50Z,2022-02-23T12:18:04Z
6923156,271049681,,28.944286844571486,41.0062302050863,0.0,0.7,0.1,,99,18.0,TER,EYLUL ER,TCA6670,TR,37.0,PLEASURE CRAFT,20,8,,,,,0.0,,,2022-02-23 12:17:12+00:00,2022-02-23T12:01:25Z,2022-02-23T12:17:25Z
336284,271010229,,29.28653229431988,40.835167279057806,0.0,356.6,0.16,,99,18.0,TER,OMERCAN,TC8997,TR,31.0,TUG,13,4,,,,,0.0,,,2022-02-23 12:18:18+00:00,2022-02-23T11:51:33Z,2022-02-23T12:21:09Z
6074386,273376720,,36.47575927829959,45.34313934788663,0.0,195.3,-0.1,197.0,99,18.0,ROAM,KARADAG,UHEN,RU,30.0,FISHING,28,6,,,,,0.0,,,2022-02-23 12:18:59+00:00,2022-02-23T12:01:20Z,2022-02-23T12:20:14Z
318953,264162049,8942228.0,29.61508909501876,45.15878397521119,0.0,186.3,-0.0,,1,1.0,TER,MAMAIA 2,YP2049,RO,33.0,GENERAL CARGO SHIP,35,10,176.0,120.0,SULINA,2022-02-11T17:00:00Z,3.0,,,2022-02-23 12:22:43+00:00,2022-02-23T11:31:40Z,2022-02-23T12:25:06Z
850776,992711037,,29.40910198984992,41.19434864143057,0.0,355.6,0.18,,98,,TER,ANADOLU KARABURUN POINT LIGHT,,,105.0,"LIGHT, WITHOUT SECTORS",0,0,,,,,,,,2022-02-23 12:23:26+00:00,2022-02-23T12:05:22Z,2022-02-23T12:23:34Z
337288,271040052,,29.05170075243169,41.047556534567065,0.0,358.9,0.0,,99,18.0,TER,BUMERANG YILDIZ,TC4748,TR,37.0,PLEASURE CRAFT,27,6,,,,,0.0,,,2022-02-23 12:35:42+00:00,2022-02-23T11:58:57Z,2022-02-23T12:35:52Z
5036326,273372470,,34.17679158224607,44.49580473744299,0.0,46.3,-0.03,,99,,ROAM,MARGATE,,RU,60.0,PASSENGER,37,6,,,,,,,,2022-02-23 12:36:59+00:00,2022-02-23T11:54:20Z,2022-02-23T12:38:41Z
150772,215937000,9322633.0,29.602213439672685,40.753105358212856,10.58,274.7,-0.12,276.0,0,1.0,SAT,YM EARTH,9HFT8,MT,80.0,LIQUID TANKER,106,17,5758.0,4022.0,TR DRC>GR ASS,2022-02-25T02:00:00Z,5.6,,,2022-02-23 12:37:24+00:00,2022-02-23T12:16:10Z,2022-02-23T12:40:05Z
149818,273399100,8866852.0,31.799262903633117,42.51723918159307,6.17,244.9,2.42,240.0,0,1.0,ROAM,NIKOLAY UGODNIK,UBKM2,RU,79.0,GENERAL CARGO SHIP,107,17,3709.0,3082.0,TR ALI,2022-02-26T21:00:00Z,3.7,,,2022-02-23 12:39:44+00:00,2022-02-23T12:03:12Z,2022-02-23T12:41:19Z
5747675,273316130,,37.80788632524343,44.6563777361242,0.2,287.9,0.08,,0,1.0,SAT,RK 27,,RU,70.0,CARGO,20,5,,,KAVKAZ,2022-06-29T00:00:00Z,1.8,,,2022-02-23 12:46:32+00:00,2022-02-23T12:12:04Z,2022-02-23T12:46:44Z
6868633,538009556,9911771.0,36.55789264858994,44.783023177806655,0.5,73.8,-1.12,20.0,1,3.0,TER,FJ AZALEA,V7A4885,MH,70.0,BULK CARRIER,229,32,82523.0,44318.0,SYROS >> TAMAN,2022-02-20T15:00:00Z,7.4,,,2022-02-23 12:51:23+00:00,2022-02-23T12:39:20Z,2022-02-23T12:53:18Z
341100,271072714,,41.67121596359567,42.162742072006566,0.0,217.6,-0.04,,99,18.0,TER,KIBAR 3,TC7020,TR,30.0,FISHING,32,8,,,,,0.0,,,2022-02-23 12:56:07+00:00,2022-02-23T12:06:12Z,2022-02-23T12:58:01Z
345819,636019495,9175157.0,32.1926800060281,41.68363875815067,0.3,305.7,-4.65,353.0,1,3.0,ROAM,MAMMAD AMIN RESULZADEH,D5UU2,LR,70.0,GENERAL CARGO SHIP,129,17,6131.0,5056.0,TR BTN,2022-02-24T14:00:00Z,5.0,,,2022-02-23 12:58:03+00:00,2022-02-23T12:19:34Z,2022-02-23T12:58:12Z
335843,271002470,8607854.0,29.09470673303225,40.95365135472138,0.0,215.5,-0.16,,99,18.0,TER,CAKA BEY I,TCAX8,TR,40.0,PASSENGER,39,10,125.0,431.0,,,0.0,,,2022-02-23 13:01:33+00:00,2022-02-23T12:02:24Z,2022-02-23T13:03:35Z
336599,271010566,,29.04132477397684,41.06116104458371,0.0,296.3,0.13,,99,18.0,TER,MORFIL 3,TCA2957,TR,60.0,PASSENGER,33,9,,,,,0.0,,,2022-02-23 13:16:44+00:00,2022-02-23T12:59:03Z,2022-02-23T13:18:44Z
349483,353167000,8230429.0,36.12437228828467,44.98326518775023,7.24,256.0,0.02,,0,1.0,ROAM,ARSHAN,3FWU5,PA,70.0,GENERAL CARGO SHIP,114,13,3375.0,2516.0,BG VARNA,2022-02-28T08:00:00Z,3.8,,,2022-02-23 13:23:01+00:00,2022-02-23T13:16:21Z,2022-02-23T13:25:54Z
182616,422503300,8513431.0,28.986977015373835,41.01738422515304,0.0,5.2,0.06,151.0,5,3.0,TER,MONT BLANC,5IM551,IR,33.0,DREDGING VESSEL,98,17,5360.0,3476.0,,2022-03-22T15:00:00Z,4.5,,,2022-02-23 13:25:07+00:00,2022-02-23T12:56:22Z,2022-02-23T13:26:24Z
6383620,2711032,,29.092157432942532,41.20505164419844,0.0,3.9,-0.07,,95,,TER,,,,,,0,0,,,,,,,,2022-02-23 13:26:41+00:00,2022-02-23T12:42:28Z,2022-02-23T13:27:15Z
386666,577505000,9006447.0,29.203525229898197,40.89336399409167,0.3,103.6,0.02,357.0,1,3.0,TER,MY DEFNE,YJXB3,VU,33.0,GENERAL CARGO SHIP,78,11,2225.0,1201.0,MISSURATAH,2022-02-18T00:10:00Z,4.2,,,2022-02-23 13:31:00+00:00,2022-02-23T12:55:35Z,2022-02-23T13:31:29Z
713223,255806435,9576739.0,37.78998585366285,44.73993664165507,0.0,130.3,0.07,50.0,5,3.0,TER,ECO TIDE,CQEN8,PT,70.0,BULK CARRIER,178,28,35916.0,23054.0,AL ROM>RU NVS,2022-02-22T09:00:00Z,6.7,,,2022-02-23 13:35:00+00:00,2022-02-23T13:31:10Z,2022-02-23T13:35:22Z
