vesselUid,mmsi,imo,longitude,latitude,sog,cog,rot,heading,navStatus,posMsgType,posSrc,vesselName,callsign,flag,vesselTypeAis,vesselType,length,width,dwt,grt,destination,eta,draught,staticMsgType,staticSrc,posDt,staticDt,insertDt
149956,215500000,8876340.0,28.89516553314276,40.97372841411525,0.0,91.6,-0.01,347.0,1,3.0,TER,ALEXANDRA 1,3E2150,MT,70.0,GENERAL CARGO SHIP,139,17,6005.0,4096.0,TO ORDER,,2.9,,,2022-02-23 13:35:44+00:00,2022-02-23T12:59:13Z,2022-02-23T13:37:25Z
3586891,273378330,,36.4723512678261,45.354517253641376,0.0,0.8,0.06,,99,18.0,TER,TSISKARA,,RU,53.0,PORT TENDER,30,6,,,,,0.0,,,2022-02-23 13:39:47+00:00,2022-02-23T12:56:14Z,2022-02-23T13:41:33Z
6843937,271049326,,28.98397926608116,41.0359527875253,0.2,1.1,-0.04,,99,18.0,TER,SH SAKA,TCA6576,TR,60.0,PASSENGER,12,4,,,,,0.0,,,2022-02-23 13:46:24+00:00,2022-02-23T12:57:37Z,2022-02-23T13:48:33Z
340394,271069002,,41.63156103501737,42.17132833872788,0.0,248.4,-0.01,,99,18.0,TER,SURSAN 2,TC7217,TR,30.0,FISHING,26,9,,,,,0.0,,,2022-02-23 13:51:41+00:00,2022-02-23T13:33:07Z,2022-02-23T13:53:47Z
415802,355028000,9008603.0,28.66243725056021,44.11547314163771,0.4,145.4,-0.09,177.0,0,27.0,TER,MSC AMERICA,HOYZ,PA,75.0,CONTAINER,216,32,45668.0,34231.0,CONSTANTA,2022-02-24T03:00:00Z,11.6,,,2022-02-23 13:55:05+00:00,2022-02-23T12:56:46Z,2022-02-23T13:56:25Z
284177,248153000,9312341.0,29.74246320737313,42.44269662621871,11.12,3.1,-0.02,0.0,1,1.0,ROAM,AMALIYA,9HA2210,MT,70.0,BULK CARRIER,169,27,28436.0,16960.0,UA NIK,2022-02-24T21:00:00Z,5.2,,,2022-02-23 13:58:51+00:00,2022-02-23T13:28:04Z,2022-02-23T14:00:34Z
319092,264162593,,28.03500689256344,45.25681389198886,4.59,107.3,-0.07,,0,1.0,TER,ROVINARI 19,YP2593,RO,79.0,"INLAND, PUSHTOW, THREE CARGO BARGES",186,11,,,TURCOAIA,2022-02-23T15:00:00Z,1.7,,,2022-02-23 14:02:13+00:00,2022-02-23T13:20:25Z,2022-02-23T14:03:53Z
3818903,213010000,,41.64745784419681,42.13545828766405,0.0,52.3,-0.03,,99,18.0,TER,LAZIKA 1,4LPO2,GE,30.0,FISHING,34,11,,,,,0.0,,,2022-02-23 14:04:38+00:00,2022-02-23T13:22:14Z,2022-02-23T14:06:08Z
4939173,272143200,,28.301701203295348,45.42708740277794,6.99,173.8,-0.17,,99,18.0,TER,INGUL,,UA,52.0,TUG,25,6,,,,,0.0,,,2022-02-23 14:13:55+00:00,2022-02-23T13:19:47Z,2022-02-23T14:16:35Z
284177,248153000,9312341.0,29.790157781710658,42.54060770846798,10.5,14.5,-0.06,21.0,0,1.0,ROAM,AMALIYA,9HA2210,MT,70.0,BULK CARRIER,169,27,28436.0,16960.0,UA NIK,2022-02-24T21:00:00Z,5.2,,,2022-02-23 14:14:19+00:00,2022-02-23T13:27:47Z,2022-02-23T14:17:08Z
335966,271040608,,27.9999,40.42507489264238,10.01,212.8,0.04,,99,18.0,TER,AYSU,TC9948,TR,60.0,PASSENGER,79,17,,,,,0.0,,,2022-02-23 14:16:20+00:00,2022-02-23T13:29:10Z,2022-02-23T14:18:08Z
125731,215651000,9295971.0,30.41095044723196,45.27285128490927,14.76,189.6,-0.02,190.0,0,27.0,TER,CMA CGM AMERICA,9HA5226,MT,70.0,CONTAINER,268,32,52683.0,42382.0,CONSTANTA,2022-02-24T04:00:00Z,11.3,,,2022-02-23 14:22:22+00:00,2022-02-23T13:28:55Z,2022-02-23T14:22:44Z
5854079,271046506,,29.040723743192807,41.08888558321805,0.0,347.8,-0.05,,99,18.0,TER,BALTIK 2,YM3762,TR,37.0,PLEASURE CRAFT,16,4,,,,,0.0,,,2022-02-23 14:28:50+00:00,2022-02-23T14:21:55Z,2022-02-23T14:30:53Z
5588297,264163367,,29.088874758731265,45.09138881133583,0.0,0.7,-0.01,,5,3.0,TER,MON JARDIN 1,YP3367,RO,69.0,"INLAND, PASSENGER SHIP WITHOUT ACCOMMODATION",38,7,,,MAHMUDIA,2022-06-14T15:00:00Z,1.2,,,2022-02-23 14:36:39+00:00,2022-02-23T14:23:43Z,2022-02-23T14:38:48Z
461004,371570000,9296315.0,30.65821141325976,45.587886801873616,3.7,260.7,0.05,,0,1.0,TER,LORD NELSON,3EDG,PA,79.0,BULK CARRIER,177,26,28653.0,17660.0,ISTANBUL,2022-02-27T20:00:00Z,5.8,,,2022-02-23 14:39:58+00:00,2022-02-23T13:59:04Z,2022-02-23T14:40:35Z
336944,271017007,,39.73159740719785,41.02419120962199,0.0,29.5,-0.07,,99,18.0,TER,PILOT 79,TC7123,TR,50.0,PILOT VESSEL,15,4,,,,,0.0,,,2022-02-23 14:42:43+00:00,2022-02-23T13:57:03Z,2022-02-23T14:44:08Z
4374209,271044557,9788277.0,29.85401348716415,40.74741243865525,0.0,78.4,0.1,359.0,1,3.0,SAT,BEDIASAFI,TCA4192,TR,90.0,TUG AND TOWAGE VESSEL,24,11,1.0,312.0,,,0.0,,,2022-02-23 14:46:20+00:00,2022-02-23T14:22:03Z,2022-02-23T14:47:15Z
409694,352417000,9497842.0,31.02422922742027,46.60032581411845,0.0,352.5,0.03,358.0,5,3.0,TER,FILIA GLORY,3FZT3,PA,79.0,BULK CARRIER,190,32,58000.0,32839.0,UA YUZ,2022-02-22T06:00:00Z,6.0,,,2022-02-23 14:55:24+00:00,2022-02-23T14:38:38Z,2022-02-23T14:57:20Z
6389040,563115200,9860269.0,37.87752760954633,43.96706832477635,0.5,280.8,-0.08,195.0,0,1.0,ROAM,KAIFONG,9V6629,SG,70.0,BULK CARRIER,180,30,37440.0,22360.0,RUNVS,2022-02-23T20:30:00Z,8.6,,,2022-02-23 14:55:35+00:00,2022-02-23T14:22:22Z,2022-02-23T14:57:08Z
318849,272135700,,28.844367848699576,45.317555742410725,0.0,353.1,0.03,,3,1.0,TER,OMEGA,,UA,0.0,UNSPECIFIED,20,5,,,IZMAIL,2022-01-01T00:00:00Z,0.2,,,2022-02-23 15:06:11+00:00,2022-02-23T14:48:28Z,2022-02-23T15:07:37Z
146696,213032000,8729547.0,41.62992161670973,41.649758384027606,0.0,354.1,0.1,,99,18.0,TER,AISI,4LDC,GE,53.0,ENVIRONMENTAL SERVICE VESSEL,35,8,455.0,235.0,,,0.0,,,2022-02-23 15:23:44+00:00,2022-02-23T14:25:05Z,2022-02-23T15:26:28Z
349605,273385100,7911507.0,36.49473882559506,44.72135468863437,4.91,184.7,0.02,171.0,0,1.0,ROAM,SHAKHTY,UBHZ,RU,79.0,GENERAL CARGO SHIP,130,16,4376.0,3743.0,TR TZX,2022-02-26T12:00:00Z,3.7,,,2022-02-23 15:27:56+00:00,2022-02-23T14:49:17Z,2022-02-23T15:28:26Z
6855073,671321100,,28.916457436822043,41.005313980719386,0.1,41.3,0.01,,99,18.0,TER,K C ONE,5VII3,TG,53.0,PORT TENDER,18,8,,,,,0.0,,,2022-02-23 15:32:10+00:00,2022-02-23T15:04:08Z,2022-02-23T15:32:17Z
5880727,271046536,,29.05030237618097,41.06588738575035,0.0,201.7,0.18,,99,18.0,ROAM,SAM,YMB2492,TR,60.0,PASSENGER,24,9,,,,,0.0,,,2022-02-23 15:33:17+00:00,2022-02-23T15:19:08Z,2022-02-23T15:34:25Z
712205,538002852,9357561.0,29.10331320648326,40.78426055577735,0.4,133.3,-0.12,69.0,0,1.0,TER,HISTRIA AZURE,V7MG7,MH,84.0,LIQUID TANKER,180,32,40394.0,25938.0,KARABURUN,2022-02-24T19:00:00Z,8.9,,,2022-02-23 15:33:30+00:00,2022-02-23T15:00:53Z,2022-02-23T15:36:29Z
339850,271043518,,29.268074140165087,40.8197892166831,0.0,96.6,0.14,146.0,5,27.0,TER,SARK,TCWH8,TR,52.0,TUG,20,7,,,,,3.0,,,2022-02-23 15:34:52+00:00,2022-02-23T14:47:43Z,2022-02-23T15:37:14Z
335308,214182808,9043380.0,41.65699988980639,42.15734787363698,0.0,2.4,-0.15,93.0,5,3.0,TER,GORDION,YJXH9,MD,70.0,GENERAL CARGO SHIP,108,16,5356.0,3958.0,GE PTI,2022-02-13T23:15:00Z,3.6,,,2022-02-23 15:40:56+00:00,2022-02-23T15:27:46Z,2022-02-23T15:43:19Z
344582,272720000,,32.00523582180436,46.93617500011506,0.0,9.8,0.01,11.0,1,3.0,TER,ST.MYKOLAI,UUAX9,UA,36.0,SAILING VESSEL,52,22,,1713.0,NIKOLAEV,2021-12-13T05:00:00Z,2.2,,,2022-02-23 15:43:55+00:00,2022-02-23T14:57:41Z,2022-02-23T15:45:56Z
4708436,264163103,,28.784997913208443,45.21773270262495,0.0,281.4,-0.01,,0,1.0,TER,MESAGERUL,,RO,52.0,"INLAND, TUG, SINGLE",74,14,,,"SULINA= TULCEA,.:;;",2021-12-19T10:00:00Z,1.3,,,2022-02-23 15:44:32+00:00,2022-02-23T15:23:49Z,2022-02-23T15:46:25Z
344732,272892100,,32.00358886188057,46.94799939620865,0.0,3.7,-0.02,,99,18.0,TER,BGK 334,,UA,56.0,LOCAL VESSEL,29,5,,86.0,,,0.0,,,2022-02-23 16:05:06+00:00,2022-02-23T15:45:19Z,2022-02-23T16:07:42Z
336481,271010439,,29.29020643660391,40.82005505681725,0.0,352.2,0.11,,99,18.0,TER,DELFIN EKSPRES 2,TCA2900,TR,53.0,PORT TENDER,12,4,,,,,0.0,,,2022-02-23 16:18:12+00:00,2022-02-23T15:52:34Z,2022-02-23T16:20:44Z
335839,271002466,9378125.0,29.266720721573108,40.86522178884192,0.0,349.5,-0.06,218.0,15,1.0,TER,MEHMET REIS 11,TCSM2,TR,40.0,PASSENGER,43,12,50.0,644.0,BANDIRMA,,0.0,,,2022-02-23 16:18:31+00:00,2022-02-23T15:47:53Z,2022-02-23T16:19:40Z
416922,355550000,9077317.0,36.54702602020709,45.121312829762175,0.0,221.0,-0.05,2.0,1,3.0,TER,OXANA V,3EZR5,PA,70.0,BULK CARRIER,187,30,44822.0,25977.0,ISTANBUL,2022-02-18T10:00:00Z,6.2,,,2022-02-23 16:21:57+00:00,2022-02-23T16:07:44Z,2022-02-23T16:24:25Z
148249,214180810,7235070.0,30.710430972130418,46.2581131976252,0.0,273.9,-0.1,280.0,1,27.0,TER,LIZORI,ERHJ,MD,70.0,GENERAL CARGO SHIP,114,13,3353.0,2478.0,CHERNOMORSK,2022-02-20T19:30:00Z,3.6,,,2022-02-23 16:26:21+00:00,2022-02-23T16:01:06Z,2022-02-23T16:27:50Z
304594,257142000,9155767.0,30.36883006301101,44.6028362100849,11.6,195.2,-0.03,188.0,0,1.0,ROAM,CHAMPION TERN,LATB7,NO,84.0,LIQUID TANKER,182,32,47363.0,27526.0,NOVOROSSIYSK,2022-02-26T20:00:00Z,8.7,,,2022-02-23 16:27:58+00:00,2022-02-23T16:13:55Z,2022-02-23T16:28:35Z
687201,538007975,9474280.0,29.82519922545969,40.748977664232086,0.0,287.2,-0.07,86.0,5,27.0,SAT,LENI SELMER,V7OM6,MH,70.0,BULK CARRIER,180,30,33645.0,23432.0,DERINCE,2022-02-19T01:10:00Z,5.8,,,2022-02-23 16:28:06+00:00,2022-02-23T15:44:02Z,2022-02-23T16:28:54Z
754307,636013815,9377236.0,28.060349923915595,40.81851400273686,13.92,259.4,-0.04,256.0,0,1.0,ROAM,DENVER,A8PQ6,LR,80.0,LPG TANKER,205,32,43563.0,36459.0,FOR ORDERS,,11.0,,,2022-02-23 16:30:24+00:00,2022-02-23T15:52:03Z,2022-02-23T16:31:24Z
5274443,271073248,,35.88897275225757,41.77619391780821,3.23,96.2,-0.03,,99,,TER,KOCABASOGULLARI,TCA4748,TR,30.0,FISHING,0,0,,,,,,,,2022-02-23 16:36:58+00:00,2022-02-23T16:21:34Z,2022-02-23T16:38:29Z
6884538,267210269,,28.025813470120543,44.57877008896885,0.0,72.8,0.06,,1,1.0,SAT,MISKOLC,OMKS,SK,79.0,"INLAND, PUSHTOW, TWO CARGO BARGES",138,22,,,IZMAIL,2022-02-24T16:00:00Z,1.6,,,2022-02-23 16:42:25+00:00,2022-02-23T16:25:31Z,2022-02-23T16:44:13Z
3849129,271044387,,29.76814305853728,40.75108296375599,8.97,111.2,0.01,109.0,3,1.0,SAT,T.SERVIS 1,TCA3907,TR,53.0,PORT TENDER,14,5,,,,,0.0,,,2022-02-23 16:55:07+00:00,2022-02-23T16:13:54Z,2022-02-23T16:55:42Z
3818903,213010000,,41.65964691045689,42.15864894646167,0.0,1.5,0.15,,99,18.0,TER,LAZIKA 1,4LPO2,GE,30.0,FISHING,34,11,,,,,0.0,,,2022-02-23 16:59:32+00:00,2022-02-23T16:27:08Z,2022-02-23T17:01:35Z
5631778,264163369,,28.094106186241305,45.42142164998945,0.0,356.0,-0.13,,5,3.0,SAT,MIHAELA,YP3369,RO,99.0,OTHER,12,6,,,GALATI,2022-06-22T12:00:00Z,0.0,,,2022-02-23 17:02:12+00:00,2022-02-23T16:33:22Z,2022-02-23T17:04:24Z
94641,355795000,8919233.0,29.268323894140355,40.83047152608551,0.0,5.1,-0.11,243.0,5,3.0,TER,HUNKAR,HO6785,PA,70.0,GENERAL CARGO SHIP,81,11,2620.0,1574.0,TR TUZ,2022-02-16T07:00:00Z,2.2,,,2022-02-23 17:07:17+00:00,2022-02-23T16:20:36Z,2022-02-23T17:09:29Z
6666683,271048733,,29.320715773742805,40.81825530922613,0.0,356.4,-0.04,,99,18.0,TER,LA BONITA,YMB4498,TR,36.0,SAILING VESSEL,12,7,,,,,0.0,,,2022-02-23 17:13:52+00:00,2022-02-23T16:23:06Z,2022-02-23T17:16:14Z
319523,264800001,8861266.0,28.668196999020267,44.13628226919066,0.0,151.9,-0.07,343.0,5,3.0,TER,HERCULES,YQRS,RO,51.0,SUPPORT VESSEL,69,17,0.0,2388.0,CONSTANTA,2022-01-28T16:00:00Z,7.0,,,2022-02-23 17:15:23+00:00,2022-02-23T16:53:22Z,2022-02-23T17:17:31Z
148301,613809000,8866931.0,28.270489276781014,45.455889082970856,0.0,27.5,0.05,301.0,1,3.0,TER,PALLADA,TJMC692,CM,70.0,GENERAL CARGO SHIP,114,13,3180.0,2457.0,MD GIU,2022-02-19T16:00:00Z,2.0,,,2022-02-23 17:25:20+00:00,2022-02-23T16:28:46Z,2022-02-23T17:26:20Z
755040,636014868,9588445.0,37.78534751099384,44.51039031186892,1.12,265.5,0.15,64.0,0,1.0,TER,NORDIC BREEZE,A8WZ6,LR,89.0,LIQUID TANKER,274,48,158597.0,81509.0,TR CKZ>RU NVS,2022-02-22T06:00:00Z,15.7,,,2022-02-23 17:33:59+00:00,2022-02-23T16:53:57Z,2022-02-23T17:34:54Z
3487254,271069036,,36.12563445238928,41.45671449299361,0.0,357.4,0.16,,99,18.0,TER,KILICLAR SIRINAGA,TCMC3,TR,30.0,FISHING,26,8,,,,,0.0,,,2022-02-23 17:38:43+00:00,2022-02-23T16:59:46Z,2022-02-23T17:41:36Z
5195915,273417140,9838204.0,38.43135099382686,46.99351808808465,0.0,143.7,0.05,93.0,0,1.0,SAT,BALT FLOT 19,UBIN,RU,89.0,LIQUID TANKER,141,17,7881.0,5352.0,RUROV,2022-02-24T00:30:00Z,2.9,,,2022-02-23 17:43:32+00:00,2022-02-23T17:05:28Z,2022-02-23T17:43:37Z
349737,273416080,8222367.0,36.99606080992881,43.49328902191307,7.95,345.9,0.01,348.0,0,1.0,ROAM,SORMOVSKIY 3051,UILG,RU,70.0,GENERAL CARGO SHIP,119,13,3811.0,3041.0,TAGANROG,2022-02-26T08:00:00Z,3.2,,,2022-02-23 17:44:58+00:00,2022-02-23T17:41:25Z,2022-02-23T17:47:46Z
318976,264162102,,28.038555005423436,44.36512941759204,0.0,33.5,-0.02,,0,1.0,TER,MERCUR 207,YP2102,RO,79.0,CARGO,189,31,,,GALATI,2022-02-21T12:00:00Z,0.1,,,2022-02-23 17:47:38+00:00,2022-02-23T17:06:46Z,2022-02-23T17:48:36Z
5351788,213002000,,41.48586860460046,42.37093665869568,6.35,303.3,-0.01,,15,1.0,ROAM,SABA,4LDW,GE,30.0,FISHING,21,4,,,,,0.0,,,2022-02-23 17:48:17+00:00,2022-02-23T17:13:39Z,2022-02-23T17:50:00Z
343572,272076000,8227783.0,30.65761204365173,46.29953866764597,0.1,358.4,-0.06,314.0,0,1.0,TER,AFANASIY MATYUSHENKO,EOIA,UA,70.0,GENERAL CARGO SHIP,114,13,3157.0,2466.0,CHORNOMORSK,2022-02-13T00:15:00Z,3.8,,,2022-02-23 17:49:00+00:00,2022-02-23T16:52:58Z,2022-02-23T17:49:28Z
336833,271010827,,29.29208009927387,40.8742950999522,0.0,353.0,0.09,,99,18.0,TER,DELFIN 10,TCA3002,TR,53.0,PORT TENDER,24,6,,,,,0.0,,,2022-02-23 17:49:36+00:00,2022-02-23T17:09:45Z,2022-02-23T17:50:12Z
3854541,273381530,9766073.0,28.946493229113567,43.65604559464737,0.0,26.5,0.0,359.0,1,3.0,SAT,NIKOLAY GAMAYUNOV,UHUS,RU,80.0,LIQUID TANKER,103,18,6183.0,4577.0,FOR ORDER,2022-02-20T07:00:00Z,6.2,,,2022-02-23 17:50:20+00:00,2022-02-23T17:40:08Z,2022-02-23T17:50:55Z
6431345,271048046,,29.037648782580373,41.07977502664327,0.0,21.3,-0.05,,99,18.0,TER,LARUS 34,YMA5889,TR,37.0,PLEASURE CRAFT,14,4,,,,,0.0,,,2022-02-23 17:50:23+00:00,2022-02-23T17:32:12Z,2022-02-23T17:52:52Z
402643,371151000,8841632.0,28.411758417993425,43.37147861594647,0.1,316.5,0.06,7.0,1,1.0,TER,VOLGO BALT 213,3FZQ9,PA,70.0,GENERAL CARGO SHIP,114,13,3492.0,2516.0,TO ORDER,2022-02-27T20:00:00Z,2.7,,,2022-02-23 17:53:16+00:00,2022-02-23T17:43:19Z,2022-02-23T17:54:48Z
402709,341438000,9250397.0,29.746609471951118,41.5257200987076,10.56,58.3,1.08,53.0,0,1.0,ROAM,FITBURG,V4AF3,KN,79.0,GENERAL CARGO SHIP,132,16,9900.0,6378.0,MARIUPOL,2022-02-23T09:00:00Z,5.1,,,2022-02-23 17:57:26+00:00,2022-02-23T17:11:30Z,2022-02-23T18:00:00Z
3892696,273397190,9793521.0,37.65880546685281,44.67709932876784,0.0,271.1,-0.07,95.0,0,3.0,ROAM,ANTARES,UBBP6,RU,52.0,TUG AND TOWAGE VESSEL,24,10,85.0,220.0,NOVOROSSIYSK,2022-06-16T19:30:00Z,4.1,,,2022-02-23 18:06:51+00:00,2022-02-23T17:57:47Z,2022-02-23T18:07:53Z
4258539,312017000,,30.81939396870265,46.53797333684251,0.0,163.0,0.08,,99,18.0,TER,VIOLA DUET,V3WV8,BZ,36.0,SAILING VESSEL,14,8,,,,,0.0,,,2022-02-23 18:07:10+00:00,2022-02-23T17:44:50Z,2022-02-23T18:07:27Z
335832,271002456,8317992.0,30.6613711023273,42.050487391559145,8.83,236.5,0.08,235.0,0,1.0,ROAM,NERMIN TELLI,TCOO5,TR,82.0,LIQUID TANKER,92,14,4028.0,1597.0,IZMIT,2022-02-24T22:00:00Z,5.0,,,2022-02-23 18:15:26+00:00,2022-02-23T17:58:18Z,2022-02-23T18:17:48Z
700980,272794000,8727599.0,28.42745326342297,43.34603781032116,0.2,352.7,0.03,4.0,1,3.0,TER,ALMERIA,UXGV,UA,70.0,GENERAL CARGO SHIP,114,13,2850.0,2592.0,TO ORDER,2022-02-21T12:00:00Z,2.4,,,2022-02-23 18:17:58+00:00,2022-02-23T17:29:31Z,2022-02-23T18:20:05Z
343910,272126700,,33.40197867662801,46.77273089887122,0.0,3.4,-0.01,,99,18.0,TER,KRASIN,,UA,52.0,TUG,24,8,,,,,0.0,,,2022-02-23 18:28:07+00:00,2022-02-23T18:24:28Z,2022-02-23T18:30:06Z
6385599,219028012,9826469.0,28.71959092058179,40.70793193481701,1.66,204.5,1.17,109.0,0,1.0,TER,NORD ARIPUANA,OZBC2,DK,70.0,BULK CARRIER,200,32,64499.0,36210.0,BOSPHORUS,2022-02-23T18:00:00Z,6.5,,,2022-02-23 18:30:35+00:00,2022-02-23T17:31:09Z,2022-02-23T18:31:23Z
184076,257358000,9288849.0,29.695335368473163,40.76885001927619,0.1,245.0,-0.0,44.0,1,3.0,SAT,ANDREA VICTORY,LALR5,NO,80.0,LIQUID TANKER,183,32,47210.0,29214.0,IZMIT,2022-02-23T05:00:00Z,8.4,,,2022-02-23 18:35:13+00:00,2022-02-23T17:57:09Z,2022-02-23T18:37:38Z
348881,273359670,9652686.0,39.065005851129655,44.08900806280606,0.1,301.3,0.02,319.0,5,3.0,ROAM,SAMSON,,RU,52.0,TUG AND TOWAGE VESSEL,26,9,94.0,186.0,TUAPSE,2022-09-17T22:00:00Z,3.3,,,2022-02-23 18:39:13+00:00,2022-02-23T17:50:21Z,2022-02-23T18:41:02Z
335668,271002181,9075498.0,28.906522370675276,40.97641723702934,0.1,168.3,-0.09,,99,18.0,TER,TATLISUM,TCBE6,TR,80.0,LIQUID TANKER,50,8,750.0,373.0,,,0.0,,,2022-02-23 18:42:04+00:00,2022-02-23T18:31:46Z,2022-02-23T18:43:36Z
337521,271040464,,29.18392041394871,40.89281797629688,0.0,358.0,-0.02,,99,18.0,ROAM,IMDAT BEY,TCXX7,TR,53.0,PORT TENDER,13,5,,,,,0.0,,,2022-02-23 18:45:47+00:00,2022-02-23T18:22:35Z,2022-02-23T18:47:21Z
402746,214182750,7421863.0,29.707607447914917,44.41293236550424,5.21,253.3,-0.07,256.0,0,1.0,ROAM,ASTERDEA,5IM545,MD,80.0,LIQUID TANKER,81,12,2738.0,1794.0,OPL ODESA,2022-02-23T02:00:00Z,5.6,,,2022-02-23 18:47:25+00:00,2022-02-23T18:43:19Z,2022-02-23T18:50:07Z
5380301,636018396,9792448.0,28.84966194837805,40.81002622702346,0.47,246.4,0.07,42.0,0,1.0,TER,SAKURA,D5PM5,LR,70.0,BULK CARRIER,200,32,63742.0,35570.0,BRPNG>>RUNVS,2022-02-25T09:00:00Z,12.5,,,2022-02-23 18:47:30+00:00,2022-02-23T18:08:38Z,2022-02-23T18:49:10Z
713537,538004341,9441427.0,29.204690090858133,40.83049728744798,0.0,231.5,-0.03,181.0,1,3.0,SAT,SANDPIPER BULKER,V7WM8,MH,70.0,BULK CARRIER,189,32,57809.0,33064.0,TR IST,2022-02-28T13:00:00Z,6.9,,,2022-02-23 18:49:00+00:00,2022-02-23T17:59:23Z,2022-02-23T18:51:42Z
997831,267210031,,28.785575069894087,45.33498075065094,0.1,172.5,0.06,,0,1.0,TER,ALV MAXX POWER DTS15,OMHW,SK,79.0,"INLAND, MOTOR FREIGHTER PUSHING FREIGHTER(S)",160,11,,,CONSTANTA,2022-09-17T17:00:00Z,2.1,,,2022-02-23 18:53:50+00:00,2022-02-23T18:35:27Z,2022-02-23T18:53:52Z
409271,352240000,9387621.0,37.00535441919335,44.83009421439334,0.0,306.9,-0.03,21.0,1,27.0,SAT,AURELIA I,3FZT5,PA,70.0,GENERAL CARGO SHIP,127,19,10860.0,7345.0,NOVOROSSIYSK;),2022-02-22T09:00:00Z,4.8,,,2022-02-23 18:55:31+00:00,2022-02-23T18:25:58Z,2022-02-23T18:56:03Z
477478,271047330,7721055.0,29.48815946293942,40.70847593759724,0.0,0.9,-0.05,,99,18.0,SAT,PELIKAN,TCA5835,TR,54.0,DREDGING VESSEL,72,11,2807.0,1543.0,,,0.0,,,2022-02-23 18:57:06+00:00,2022-02-23T18:26:12Z,2022-02-23T18:59:55Z
6567359,370152000,9909663.0,39.07007637696094,44.11276071527312,0.0,19.2,0.02,55.0,5,3.0,ROAM,NORSE ANTWERP,H8RO,PA,70.0,BULK CARRIER,183,30,40020.0,24386.0,US ILM,2022-03-11T04:00:00Z,10.0,,,2022-02-23 19:00:24+00:00,2022-02-23T18:53:37Z,2022-02-23T19:02:22Z
343319,272028800,,28.239189011354565,45.46260303946795,0.0,268.2,-0.05,,1,3.0,TER,SOFIA,USRI,UA,79.0,"INLAND, PUSHTOW, SIX CARGO BARGES",58,9,,,RENI,2022-02-23T12:00:00Z,1.7,,,2022-02-23 19:07:56+00:00,2022-02-23T18:30:19Z,2022-02-23T19:10:21Z
3271,271049656,9437775.0,28.131485421189844,40.841338946390565,10.09,267.6,-0.03,260.0,0,1.0,ROAM,ASTERIX,TCA6761,TR,70.0,GENERAL CARGO SHIP,100,17,6064.0,4109.0,ISK TR,2022-02-28T12:00:00Z,4.2,,,2022-02-23 19:21:46+00:00,2022-02-23T18:56:15Z,2022-02-23T19:24:27Z
285873,351750000,9506576.0,29.00490381188612,41.255063928955465,0.62,54.7,0.07,14.0,1,3.0,ROAM,ERLE,3EVJ2,PA,70.0,GENERAL CARGO SHIP,90,15,5652.0,2993.0,TR DIL,2022-01-25T05:00:00Z,6.2,,,2022-02-23 19:25:31+00:00,2022-02-23T19:15:11Z,2022-02-23T19:26:02Z
281780,351658000,9520637.0,29.28188103913773,40.85005425782604,0.0,179.7,0.13,309.0,5,3.0,TER,KOUROS PRIDE,HOPL,PA,70.0,BULK CARRIER,180,30,34125.0,22419.0,TR TUZ,2022-01-19T07:00:00Z,5.5,,,2022-02-23 19:27:30+00:00,2022-02-23T19:08:55Z,2022-02-23T19:27:42Z
336714,271010693,8984848.0,29.501537717372045,40.74751348972124,9.21,276.9,0.06,,99,18.0,SAT,BILAL BEY,TC6299,TR,54.0,LIQUID TANKER,43,6,372.0,196.0,,,0.0,,,2022-02-23 19:34:43+00:00,2022-02-23T18:45:07Z,2022-02-23T19:35:03Z
5969447,264800004,,28.661304142046923,44.16528320237198,0.0,354.4,0.06,,99,18.0,TER,ANGHEL SALIGNY,YQLN,RO,33.0,DREDGER,26,7,,,,,0.0,,,2022-02-23 19:43:19+00:00,2022-02-23T19:12:48Z,2022-02-23T19:44:20Z
183023,264900331,9057886.0,28.686618201326688,44.10608260368159,0.68,42.2,0.11,,0,1.0,TER,MERSEY,YQPW,RO,52.0,TUG AND TOWAGE VESSEL,37,10,0.0,307.0,CONSTANTA ROMANIA,2022-01-30T07:00:00Z,3.5,,,2022-02-23 19:48:02+00:00,2022-02-23T19:11:12Z,2022-02-23T19:48:07Z
3818903,213010000,,41.65149706711115,42.150295497490674,0.0,55.5,0.09,,99,18.0,TER,LAZIKA 1,4LPO2,GE,30.0,FISHING,34,11,,,,,0.0,,,2022-02-23 19:53:43+00:00,2022-02-23T19:37:04Z,2022-02-23T19:55:35Z
5736856,229000581,,29.030649558127664,41.00941750637456,0.0,100.3,0.04,,1,18.0,TER,IL SOGNATORE,9HB6342,MT,37.0,PLEASURE CRAFT,18,5,,,,,0.0,,,2022-02-23 19:53:48+00:00,2022-02-23T19:36:45Z,2022-02-23T19:54:53Z
5906436,264900364,9335329.0,28.66744259686768,44.16298603895178,0.0,1.0,-0.18,,99,18.0,TER,BSV CIPRU,YQQZ,RO,52.0,TUG AND TOWAGE VESSEL,24,8,,,,,0.0,,,2022-02-23 20:00:14+00:00,2022-02-23T19:17:56Z,2022-02-23T20:01:47Z
4853655,351495000,9145982.0,28.904149498233476,40.806238656760925,1.46,75.2,-0.13,71.0,0,1.0,SAT,EFI THEO,3EGG9,PA,79.0,BULK CARRIER,190,31,45423.0,25047.0,UA ILK,2022-02-24T10:00:00Z,11.2,,,2022-02-23 20:08:07+00:00,2022-02-23T19:32:38Z,2022-02-23T20:08:09Z
